fm_id,name,website,facebook,twitter,youtube,other_media,street,city,county,state,zip,season_1_date,season_1_time,season_2_date,season_2_time,season_3_date,season_3_time,season_4_date,season_4_time,longitude,latitude,latlng,location,credit,wic,wic_cash,sfmnp,snap,organic,baked_goods,cheese,crafts,flowers,eggs,seafood,herbs,vegetables,honey,jams,maple,meat,nursery,nuts,plants,poultry,prepared,soap,trees,wine,coffee,beans,fruits,grains,juices,mushrooms,pet_food,tofu,wild_harvested,date_updated
1000967,New London Farmers and Flea Market,,,,,,"East Main Street, Old school parking lot",New London,Huron,OH,44851,,,,,,,,,-81.5906,41.4839,POINT(41.4839 -81.5906),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006957,New London Farmers Market,,,,,,,New London,Kandiyohi,MN,56273,06/29/2013 to 10/05/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.943233,45.301166,POINT(45.301166 -94.943233),Private business parking lot,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/13 10:52
1002588,New London Field of Greens Markets,http://www.newlondonfieldofgreens.org,,,,,Corner of State and Bank Streets - Parade Plaza,New London,New London,CT,6320,06/14/2013 to 10/25/2013,Fri: 10:00 AM-2:00 PM;,,,,,,,-72.094023,41.353892,POINT(41.353892 -72.094023),Local government building grounds,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/11/13 17:52
1002589,New London Field of Greens Markets,http://www.newlondonfieldofgreens.org,,,,,365 Montauk Avenue,New London,New London,CT,6320,06/12/2013 to 10/30/2013,Wed: 12:00 PM-4:00 PM;,,,,,,,-72.1038034,41.3372155,POINT(41.3372155 -72.1038034),Healthcare Institution,Y,Y,N,Y,Y,-,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/11/13 17:34
1008083,New London Field of Greens on Hodges Square,http://www.newlondonfieldofgreens.org,,,,,Williams Street,New London ,New London,CT,6320,06/22/2013 to 10/26/2013,Sat: 2:00 PM-5:00 PM;,,,,,,,-72.102904,41.368891,POINT(41.368891 -72.102904),Other,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/11/13 17:59
1007472,New Milford Farmers Market,,,,,,Town Green at Main St.,New Milford,Litchfield,CT,6776,,,,,,,,,-73.4114,41.5772,POINT(41.5772 -73.4114),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1012708,New Morning Farm Market - Tuesday,http://www.newmorningfarm.net,New Morning Farm,@NewMorningFarm,,Twitter - @newmorningfarm,4400 36th St NW,"Washington, DC",District of Columbia,DC,20008,06/07/2016 to 09/27/2016,Tue: 3:30 PM-8:00 PM;,,,,,,,-77.070101,38.946505,POINT(38.946505 -77.070101),,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,7/19/16 14:14
1012707,New Morning Farm Market - Wednesday,http://www.newmorningfarm.net,New Morning Farm,@NewMorningFarm,,Twitter - @newmorningfarm,420 12th St SE,Washington,District of Columbia,DC,20003,06/08/2016 to 08/31/2016,Wed: 4:00 PM-8:00 PM;,10/05/2016 to 10/26/2016,Wed: 3:30 PM-7:00 PM;,,,,,-76.988105,38.88299,POINT(38.88299 -76.988105),,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,7/19/16 14:15
1012703,New Morning Farmers Market-Saturday,http://www.newmorningfarm.net,New Morning Farm,@NewMorningFarm,,Instagram - @newmorningfarm,4400 Thirty-Sixth St. NW,Washington,District of Columbia,DC,20008,06/04/2016 to 11/19/2016,Sat: 8:00 AM-1:00 PM;,12/03/2016 to 03/11/2017,Sat: 9:00 AM-1:00 PM;,,,,,-77.070128,38.946848,POINT(38.946848 -77.070128),,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,7/19/16 9:59
1003929,New Paltz Farmers Market,,https://www.facebook.com/CopakeFarmersMarket,,,,28 Main Street,New paltz,Ulster,NY,12561,01/01/2013 to ,Sun: 10:00 AM-3:00 PM;,,,,,,,-74.0877,41.746921,POINT(41.746921 -74.0877),Private business parking lot,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,6/30/13 13:02
1009497,New Prague Farmers Market ,,https://www.facebook.com/NewPragueFarmersMarket,,,,Community Baptist Church lot  500 CR 37,New Prague,,MN,56071,,,,,,,,,-93.5244,44.5302,POINT(44.5302 -93.5244),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1003155,New Providence Farmers Market,http://www.npbpa.com,,,,,360 Elkwood Avenue,New Providence,Union,NJ,7974,June to October,Wed:12:00 PM - 6:00 PM;,,,,,,,-74.403942,40.708361,POINT(40.708361 -74.403942),Local government building grounds,Y,Y,Y,Y,Y,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/14/12 18:30
1001721,New Richmond Farmers Market,,,,,,1100 Heritage Drive,New Richmond,St. Croix,WI,54017,,,,,,,,,-92.5357,45.1104,POINT(45.1104 -92.5357),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010958,New Rochelle's Down to Earth Farmers Market,http://DowntoEarthMarkets.com,www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,,instagram.com/downtoearthmkts/,Twin Lakes Park on North Ave.,New Rochelle ,Westchester,NY,10801,06/03/2016 to 11/18/2016,Fri: 8:30 AM-2:30 PM;,,,,,,,-73.790535,40.929741,POINT(40.929741 -73.790535),,Y,Y,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/27/16 16:17
1000483,New Sharon Farmers' Market,,,,,,Rt. 2 and Rt. 27,New Sharon,Franklin,ME,4955,May to September,Sat:9:00 am - 1:00 pm;,,,,,,,-70.129,44.6533,POINT(44.6533 -70.129),Private business parking lot,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/11/11 19:06
1010772,New Smyrna Beachside Farmers Market @ Norwoods,,https://www.facebook.com/pages/New-Smyrna-Beach-Farmers-Market/512029842223641,,,,400 E.  Second Avenue,New Smyrna Beach ,Volusia,FL,32169,,Sat: 8:00 AM-12:00 PM;,,,,,,,-80.9013032,29.0294987,POINT(29.0294987 -80.9013032),,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,1/15/15 21:42
1007362,New Stanton Turnpike Plaza Farmers Market,,,,,,New Stanton Turnpike Plaza,Hunker,Westmoreland,PA,15639,,,,,,,,,-76.8825,40.2952,POINT(40.2952 -76.8825),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009526,New Wilmington Farmers' Market ,http://www.nwfarmersmarket.org/,https://www.facebook.com/nwfarmersmarket,,,,Jameson Heath Care parking lot -Market St. & Vine St,New Wilmington,,PA,16142,,,,,,,,,-80.3331,41.1213,POINT(41.1213 -80.3331),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1000083,New York Botanical Garden Greenmarket,http://www.grownyc.org,https://www.facebook.com/bronxgreenmarkets,,,,Kazimiroff Blvd-Bedford Pk & Mosholu Blvd inside NYBG Mosholu Gate,Bronx,Bronx,NY,10458,06/19/2013 to 11/27/2013,Wed: 9:00 AM-3:00 PM;,,,,,,,-73.880696,40.86686,POINT(40.86686 -73.880696),Private business parking lot,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/13 15:13
1012536,Newark Farmers Market,https://www.agriculturalinstitute.org/directory/listing-details/newark-market,https://www.facebook.com/Newark-Farmers-Market-167753743427328/?fref=ts,,,,2086 Newpark Mall,Newark,Alameda,CA,,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-121.998246,37.525397,POINT(37.525397 -121.998246),,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,7/13/16 13:50
1003755,Newark Farmers' Market,,https://www.facebook.com/newarkfarmersmarket,,,,"Central Park, Church Street",Newark,Wayne,NY,14513,06/05/2014 to 10/16/2014,Thu: 2:30 PM-6:00 PM;,,,,,,,-77.09458,43.04465,POINT(43.04465 -77.09458),Closed-off public street,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/10/14 15:51
1000292,Newark Valley Farmers Market,,https://www.facebook.com/newarkvalleyfarmersmarket,,,,Route 38,Newark Valley,Tioga,NY,13811,05/19/2013 to 10/27/2013,Sun: 12:00 PM-4:00 PM;,,,,,,,-76.183963,42.223179,POINT(42.223179 -76.183963),Local government building grounds,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/26/13 12:39
1003592,Newaygo Area Chamber of Commerce Farmers Market,http://www.rivercountrychamber.com,,,,,28 State Rd.,Newaygo,Newaygo,MI,49337,06/27/2014 to 08/29/2014,Fri: 12:00 PM-6:00 PM;,09/05/2014 to 10/17/2014,Fri: 2:00 AM-6:00 PM;,,,,,-85.799049,43.419762,POINT(43.419762 -85.799049),Federal/State government building grounds,Y,Y,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,4/29/14 15:03
1009540,Newberg Farmers' Market ,http://www.newbergdowntown.org/newberg-farmers-market/,https://www.facebook.com/newbergdowntownpage,,,,"First St and Howard, next to the Post Office and across from City Hall",Newberg ,,OR,97132,,,,,,,,,-122.975,45.3003,POINT(45.3003 -122.975),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1001596,Newberry Farmers Market,http://www.newberrymainstreet.com,https://www.facebook.com/NewberryFarmersMarket,,,,State Road 26 and 253rd Street,Newberry,Alachua,FL,32669,04/01/2013 to 07/31/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,-82.61042029,29.64631006,POINT(29.64631006 -82.61042029),Closed-off public street,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,6/10/13 16:31
1004568,Newberry Farmers Market,,www.facebook.com/#!/pages/Newberry-Farmers-Market/216024391744237,,,,7964 M-123,Newberry,Luce,MI,49868,May to October,Thu:4:00 PM - 7:00 PM;,,,,,,,-85.5092,46.3464,POINT(46.3464 -85.5092),Other,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/5/12 21:21
1000908,Newburgh Farmers Market at Downing Park,http://www.downingpark.org,,,,,Corner of Rt. 9W and Rt. 52 (Robinson Ave.and South St.),Newburgh,Orange,NY,12550,July to November,Fri:10:00 AM - 4:00 PM;,,,,,,,-74.019356,41.507035,POINT(41.507035 -74.019356),Local government building grounds,N,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/17/12 15:49
1005046,Newcastle Downtown Farmers Market,http://www.newcastleok.org/farmersmarket,,,,,NW 10th and Main Street,Newcastle,McClain,OK,73065,May to October,Tue:3:00 pm - 7:00 pm;Sat:8:00 am - 12:00 pm;,,,,,,,-97.6008,35.2563,POINT(35.2563 -97.6008),Private business parking lot,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/10/11 12:43
1009192,Newell Farmers Market ,http://www.newellfarmersmarket.com/,,,,,1704 Rocky River Road,Charlotte,,NC,28213,,,,,,,,,-80.7345,35.2786,POINT(35.2786 -80.7345),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1011172,Newfane Methodist Church Farmer's Market,,,,,,2699 Main Street,Newfane,Niagara,NY,14108,06/24/2015 to 10/21/2015,Wed: 4:30 PM-7:30 PM;,,,,,,,-78.708698,43.283661,POINT(43.283661 -78.708698),,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,5/18/15 10:32
1009916,Newfield Farmer and Artisan Market,,https://www.facebook.com/pages/Newfield-Farmer-and-Artisan-Market/185239121520964,,,,637 Water St.,Newfield,York,ME,4056,05/24/2014 to 10/11/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.8541706,43.6491838,POINT(43.6491838 -70.8541706),Local government building grounds,Y,Y,Y,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/11/14 19:53
1007262,Newmarket Winter Farmers' Market,,https://www.facebook.com/NewmarketFarmersMarket,,,,137 Main Street,Newmarket,Rockingham,NH,3857,11/01/2016 to 04/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.936445,43.078268,POINT(43.078268 -70.936445),,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,6/27/16 15:43
1009914,Newport Farmer's Market,http://www.newportfarmersmarket.org,https://www.facebook.com/pages/Newport-Farmers-Market/117682191581005,,,,Hwy 101 and Angle St.,Newport,Lincoln,OR,97365,05/10/2014 to 10/25/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-124.0543361,44.6344577,POINT(44.6344577 -124.0543361),Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,4/11/14 18:59
1007320,Newport Farmers' Market,http://www.NewportBuyLocal.com,,,,,Main Street on Town Common,Newport,Sullivan,NH,3773,05/30/2014 to 10/10/2014,Fri: 3:00 PM-6:00 PM;,,,,,,,-72.174168,43.365959,POINT(43.365959 -72.174168),Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,5/14/14 16:02
1004833,Newport News Farmers Market,http://www.nnparks.com/parks_farmersmarket2.php,,,,,2801 Jefferson Ave.,Newport News,Newport News,VA,23607,,,,,,,,,-76.4223,36.9834,POINT(36.9834 -76.4223),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010098,"Newport, VT Farmers Market",,https://www.facebook.com/NewportVermontFarmersMarket?fref=ts,,,,The Causeway,Newport,Orleans,VT,5855,05/10/2014 to 10/25/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,-72.2051022,44.9364356,POINT(44.9364356 -72.2051022),Local government building grounds,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,5/4/14 15:24
1009990,Newton County Farmer's Market,,https://www.facebook.com/NewtonCountyFarmersMarket,,,,HWY 7 Court St.,Jasper,Newton,AR,72641,05/23/2014 to 10/17/2014,Sat: 4:00 PM-6:00 PM;,,,,,,,-93.186362,36.008513,POINT(36.008513 -93.186362),Local government building grounds,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,4/21/14 23:06
1009991,Newton County Farmer's Market,,https://www.facebook.com/NewtonCountyFarmersMarket,,,,West Court St.,Jasper,Newton,AR,72641,05/21/2014 to 10/15/2014,Wed: 9:00 AM-12:00 PM;,,,,,,,-93.192519,36.006042,POINT(36.006042 -93.192519),Local government building grounds,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,4/21/14 23:12
1012049,Newton Farmers' Market Depot,,,,,,250 Albemarle Road,Newtonville,Middlesex,MA,2460,11/05/2016 to 12/17/2016,Sat: 12:00 PM-2:00 PM;,,,,,,,-71.216376,42.357832,POINT(42.357832 -71.216376),,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/16 20:57
1003043,Newton Farmers' Markets,http://www.newtonma.gov/gov/parks/programs/farmers/default.asp,https://www.facebook.com/pages/Newton-Farmers-Market/,,,,1200 Beacon St.,Newton,Middlesex,MA,2461,07/05/2016 to 10/25/2016,Tue: 1:30 PM-6:00 PM;,,,,,,,-71.2132,42.3312,POINT(42.3312 -71.2132),,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,6/27/16 19:27
1012647,Niagara Falls City Market,,,,,,Pine Avenue at 18th Street,"Niagara Falls, USA",Niagara,NY,,01/01/2016 to 12/31/2016,Mon: 8:00 AM-3:00 PM;Wed: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;,,,,,,,-79.040395,43.096277,POINT(43.096277 -79.040395),,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/15/16 12:07
1004917,Nickelsville Farmers Market,,,,,,11826 Nickelsville Hwy,Nickelsville,Scott,VA,24271,06/28/2013 to 10/18/2013,Fri: 4:00 PM-8:00 PM;,,,,,,,-82.4157,36.752,POINT(36.752 -82.4157),Local government building grounds,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/21/13 10:56
1003208,NILES FARMERS MARKET,,https://www.facebook.com/NilesFarmsMarket,,,TOWN OF NILES WEB,"TOWN HALL, 5923 NEW HOPE ROAD",T/NILES,Cayuga,NY,13118,05/31/2014 to 10/25/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-76.35197975,42.7978313,POINT(42.7978313 -76.35197975),Local government building grounds,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/16/14 10:43
1004468,Niles French Market,http://www.NilesFrenchMarket.com,,,,,corner of Front & Main Street,Niles,Berrien,MI,49120,,,,,,,,,-86.2588,41.8302,POINT(41.8302 -86.2588),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 23 2010 11:54AM
1000544,Ninety Six Farmers Market,,,,,,SC Hwy 34 & Cane Bridge St,Ninety Six,Greenwood,SC,29666,,,,,,,,,-82.0231,34.1751,POINT(34.1751 -82.0231),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001412,Nipomo Certified Farmers' Market,http://www.nipomofarmersmarket.com,,,,,1645 Trilogy Parkway,Nipomo,San Luis Obispo,CA,93444,01/01/2015 to 12/31/2015,Sun: 11:30 AM-2:30 PM;,,,,,,,-120.552313,35.030541,POINT(35.030541 -120.552313),,Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/15 20:34
1004527,Niwot Farmers Market,http://www.niwotfarmersmarket.com,,,,,7980 Niwot Rd,Niwot,Boulder,CO,80503,May to October,Fri:4:00 pm - 8:00 pm;,,,,,,,-105.169,40.1011,POINT(40.1011 -105.169),Private business parking lot,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/19/11 19:26
1007410,Nixa Farmers Market Inc,,,,,,113 W Mount Vernon St,Nixa,Christian,MO,65714,,,,,,,,,-93.2948,37.0434,POINT(37.0434 -93.2948),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun  1 2010  4:37PM
1011238,No View Farm & Bakery COOP,http://www.noviewfarm.com,https://www.facebook.com/NoViewFarmCOOP,,,,855 S Rumford Rd,Rumford ,Oxford,ME,4276,01/01/2015 to 12/31/2015,Fri: 10:00 AM-3:00 PM;Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,-70.637958,44.482047,POINT(44.482047 -70.637958),,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,6/14/15 5:36
1004773,Nob Hill Growers' Market,http://www.FarmersMarketsNM.org,https://www.facebook.com/nobhillgrowersmarket?fref=ts,,,,Lead & Morningside SE,Albuquerque,Bernalillo,NM,,05/01/2014 to 11/06/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-106.600449,35.077529,POINT(35.077529 -106.600449),Other,Y,Y,N,Y,Y,-,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/4/14 12:33
1002199,Noblesville Farmers Market,,,,,,City Hall parking lot,Noblesville,Hamilton,IN,46060,,,,,,,,,-86.0157,40.0504,POINT(40.0504 -86.0157),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1011232,NoCo Food Cluster Winter Farmers' Market,http://www.nocofoodcluster.com/winter-markets/,facebook.com/focowinterfarmersmarket,@nocofoodcluster,,,123 N College Ave,Fort Collins ,Larimer,CO,80524,11/14/2015 to ,,,,,,,,-105.0775856,40.5878275,POINT(40.5878275 -105.0775856),,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,6/11/15 13:04
1002952,Nodaway County Farmers' Market,,,,,,"Marymart Shopping Center, Main St in Maryville MO",Maryville,Nodaway,MO,64468,,,,,,,,,-94.8739,40.3317,POINT(40.3317 -94.8739),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009432,Noe Valley Farmers' Market ,http://www.noevalleyfarmersmarket.com/,,,,,"3861 24th Street, between Sanchez and Vicksburg Streets",San Francisco,,CA,94114,,,,,,,,,-122.429,37.7514,POINT(37.7514 -122.429),,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1003840,Noelridge Farmers Market,http://www.cedar-rapids.org/resident-resources/parks-recreation/farmers-markets/pages/default.aspx,,,,,Corner of Collins Road & Council Street NE,Cedar Rapids,Linn,IA,52402,05/01/2015 to 10/16/2015,Mon: 4:00 PM-6:00 PM;Wed: 4:00 PM-6:00 PM;Fri: 4:00 PM-6:00 PM;,,,,,,,-91.656845,42.027648,POINT(42.027648 -91.656845),,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,3/23/15 17:08
1008055,Nogales Mercado,,https://www.facebook.com/pages/Nogales-Mercado-Farmers-Market/525459297490088,,,,163 N. Morley Avenue,Nogales,Santa Cruz,AZ,85621,05/03/2013 to 09/27/2013,Fri: 4:00 PM-7:00 PM;,10/04/2013 to 04/25/2014,Fri: 3:00 PM-6:00 PM;,,,,,-110.939547,31.335533,POINT(31.335533 -110.939547),Private business parking lot,Y,Y,Y,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/12/13 16:27
1001236,Nokomis Farmers Market,,,,,,301 E State St.,Nokomis,Montgomery,IL,62075,,,,,,,,,-89.2833,39.3025,POINT(39.3025 -89.2833),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1011101,Nolensville Farmer's Market,http://www.nolensvillefarmersmarket.com,www.facebook.com/nolensvillefarmersmarket,@NolensvilleFM,,,7248 Nolensville Rd.,Nolensville,Williamson,TN,37135,05/02/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,11/07/2015 to 04/30/2016,Sat: 8:00 AM-12:00 PM;,,,,,-86.6727292,35.9589905,POINT(35.9589905 -86.6727292),,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,5/1/15 10:52
1000402,Noodles Market,,,,,,932 Main Street,Smithfield,Jefferson,OH,43948,,,,,,,,,-80.7825,40.2691,POINT(40.2691 -80.7825),,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
